1,or,0.13077769954644902,328
2,to,0.14995700060198267,1756
3,are,0.15539663984576688,461
4,still,0.1676867997575736,59
5,yet,0.17623379435240508,42
6,what,0.17831252777820042,312
7,text,0.18545627482222898,21
8,people,0.19153325331938328,179
9,may,0.19197607342154344,101
10,new,0.1944696046734379,85
11,does,0.19737194515273981,120
12,david,0.19824418870583232,42
13,and,0.20122957900868996,1261
14,b,0.20297021040323612,44
15,author,0.2044268812654123,12
16,later,0.2062381255435064,14
17,they,0.20629530027528126,247
18,accept,0.21137092081787962,27
19,must,0.21175025501297118,63
20,man,0.21279958998622922,63
21,wants,0.2142256512427593,23
22,all,0.2146064399061606,243
23,research,0.21725383252472416,14
24,christianity,0.21729817104519802,60
25,you,0.22381619662696398,754
26,power,0.2240833271550381,18
27,information,0.23232160132522178,31
28,at,0.23441922624910005,242
29,science,0.2345602924302257,28
30,is,0.23614092776120407,1206
31,name,0.23698295128607866,25
32,make,0.2385852164899969,56
33,in,0.23909264863178525,1145
34,place,0.2392804442051272,20
35,bill,0.23959920921011807,22
36,their,0.24036280673246266,114
37,bit,0.24077619358963634,20
38,meaning,0.24087288917608984,34
39,shall,0.24194752969104438,36
40,nothing,0.24231985850121018,35
41,no,0.242636480171955,175
42,back,0.24329253883190505,41
43,requires,0.24424018367104955,7
44,james,0.24435251538330222,17
45,e,0.24493826234581856,62
46,did,0.2457930486085824,91
47,was,0.24652629817383537,340
48,d,0.24676955681664192,83
49,death,0.24735830822861574,61
50,r,0.2478638805184502,43
51,were,0.24792149318294535,103
52,taught,0.2480132509186145,6
53,com,0.24817287548475628,205
54,right,0.24820625811997568,77
55,appears,0.24918778515674975,10
56,student,0.24964483434347856,10
57,said,0.2514865388736887,60
58,refers,0.2520715349942889,5
59,result,0.25240693242469125,23
60,now,0.2529492708512381,122
61,area,0.253367866680078,7
62,like,0.2542569590164566,97
63,ad,0.2546018352937273,16
64,about,0.256236536054113,181
65,cs,0.2564753710397233,55
66,therefore,0.25727326731630246,26
67,told,0.2573616236579502,16
68,study,0.2574577792271373,14
69,college,0.25810179828296653,13
70,purpose,0.25834763092682894,8
71,concept,0.25853236464563434,10
72,these,0.2586579920827984,109
73,christ,0.2586739463665672,64
74,would,0.2595055067210465,214
75,got,0.2609534520053311,23
76,sources,0.2620908586593176,9
77,message,0.2621331542292819,17
78,peter,0.2637907765976242,20
79,m,0.2649181842317403,99
80,freedom,0.26519425993543716,6
81,english,0.26549120581903823,28
82,use,0.26663687956972043,45
83,john,0.2668447321821805,31
84,trying,0.268011136595854,31
85,possible,0.2701475845142176,22
86,athos,0.27028009387248947,29
87,couldn,0.27080798213388585,11
88,reason,0.27129952076110847,55
89,jesus,0.2730639255540981,125
90,picture,0.27366449629339457,6
91,god,0.27571181494076885,277
92,proper,0.27641277732029806,4
93,especially,0.2779843852206813,10
94,can,0.27903220068857587,242
95,fact,0.2793824194621859,48
96,system,0.28223140940159364,32
97,them,0.28290661362571495,110
98,part,0.2837574817541417,50
99,someone,0.2841223686916022,71
100,days,0.28572732703879433,21
101,feel,0.2857901452470098,27
102,p,0.2858459438286047,29
103,century,0.2860404224048859,10
104,from,0.2861925994074888,442
105,holy,0.28637615210977324,26
106,having,0.28799082438660034,28
107,thinking,0.288047069724251,14
108,testament,0.2881786940691033,26
109,netcom,0.2896189047446017,18
110,date,0.28968894977747695,9
111,religion,0.2897314280421702,59
112,currently,0.29090194575023803,4
113,for,0.2913850506315244,573
114,situations,0.29159845843339494,4
115,sense,0.2918240596776093,27
116,summary,0.29190155213140867,10
117,news,0.2926741226555573,26
118,admit,0.2941436626282522,20
119,him,0.2945137849702325,83
120,through,0.29480649706062395,45
121,cc,0.29480822463493767,26
122,view,0.29500017776428594,41
123,buy,0.2957627223323604,6
124,g,0.2962187707308213,27
125,hell,0.2966009542150624,35
126,references,0.2991487284253505,17
127,do,0.2999871490893769,241
128,over,0.30030708366629794,39
129,first,0.3003911876307292,59
130,fall,0.3004379410608478,26
131,morality,0.3013361076790333,68
132,than,0.30251460874171965,103
133,state,0.3028673942809311,41
134,claimed,0.3033606716911359,9
135,box,0.3036059529170291,12
136,favor,0.30392918045586886,7
137,inc,0.30412972057281307,33
138,books,0.3045396674804295,16
139,best,0.30832177993922144,22
140,any,0.3095278743721468,131
141,rely,0.30979701354137856,6
142,this,0.31087117654334034,528
143,year,0.3110849945534875,17
144,down,0.31183591437552555,28
145,believes,0.3126421584445017,7
146,edu,0.3127338159981573,434
147,us,0.31344532394324137,111
148,she,0.316241130097567,29
149,just,0.3163384269838859,114
150,book,0.31691862697706574,47
151,but,0.31725044600987096,344
152,who,0.3183330459494716,218
153,physical,0.31872090675420994,14
154,concerning,0.31889169651814,9
155,univ,0.3195470747286052,7
156,the,0.3196443675751787,3034
157,voice,0.32001059222805844,6
158,traditional,0.3215053761623198,5
159,wisdom,0.32162681600144954,4
160,merely,0.3222542616039308,18
161,patrick,0.32264881958807995,7
162,after,0.32288619043613676,63
163,although,0.32295252739653746,22
164,doing,0.32472330118267434,24
165,sort,0.3254276773254675,19
166,todd,0.32612627106669206,8
167,try,0.32614813746506327,21
168,nations,0.32669894361597573,3
169,easier,0.3269174198665996,3
170,really,0.3269792734320608,70
171,o,0.3277782711039769,47
172,f,0.3279083804358643,16
173,special,0.32830522943133755,6
174,waste,0.32879912811680156,7
175,church,0.3288507006448202,54
176,closer,0.3288641956575179,4
177,hoping,0.3289010631209497,3
178,consensus,0.329812565491173,4
179,email,0.3299386275450948,19
180,touch,0.3301755720434671,5
181,yes,0.3305011045470041,27
182,if,0.3306655307526461,271
183,context,0.3307450744191502,23
184,big,0.3307568655708152,19
185,burden,0.33145430467337095,5
186,misc,0.331473834367035,8
187,knows,0.3315520882805361,12
188,introduction,0.3317479118387781,3
189,lie,0.3327242641144324,5
190,millions,0.3329775447706713,3
191,physics,0.3331391380116044,6
192,mouth,0.33361405222432344,4
193,period,0.33455565747062643,5
194,somewhat,0.334710448986928,9
195,find,0.3354044776998443,57
196,ca,0.33555313100368017,34
197,vision,0.33557726636553303,3
198,sin,0.3364287589999605,48
199,rules,0.33708299532813596,7
200,effort,0.33748255929622956,10
201,line,0.3379607796753942,16
202,sell,0.33884862997012427,14
203,ways,0.3389837182707066,9
204,western,0.3390570902302472,10
205,genesis,0.33917129360654447,7
206,class,0.33927233574113663,11
207,provided,0.3398552305502066,7
208,manner,0.3400933161168608,4
209,obvious,0.3403149913626047,11
210,mental,0.3403998030948964,13
211,above,0.3407878426080939,37
212,killing,0.34203042589226407,6
213,go,0.3420714158092158,41
214,prophecy,0.3422316393513809,4
215,changed,0.34261572013197517,7
216,quoted,0.34285703184604804,7
217,able,0.34318883548756113,13
218,break,0.34351528377805157,4
219,woman,0.34375998024346155,10
220,suggest,0.3441995010270644,14
221,s,0.3445287812303413,424
222,have,0.34457258130155705,441
223,giving,0.3450838618620648,6
224,noted,0.3462658351798933,10
225,fantasy,0.346845199949584,3
226,cheap,0.34709074810242946,7
227,knowledge,0.347149979131811,17
228,know,0.3473450424859835,110
229,standards,0.347455143310683,7
230,kingdom,0.34757692505450516,7
231,tax,0.34767320644504596,5
232,comic,0.34809902976022566,7
233,k,0.34811895483212263,41
234,volume,0.34830595428456146,9
235,king,0.3484089924608058,3
236,dave,0.34850780873390724,29
237,old,0.349561245731469,28
238,quite,0.3500640209599148,18
239,single,0.35047573797814613,8
240,haven,0.3505603383318707,13
241,suffer,0.35106075314675916,3
242,ending,0.35113644396801447,3
243,uunet,0.3514829416298288,3
244,discussion,0.3518512306015666,27
245,whose,0.35194369804054276,12
246,passages,0.35259224919205023,27
247,much,0.35301313269542084,39
248,mail,0.3534505093548003,43
249,wanted,0.35361451076705996,19
250,andrew,0.35392016911997176,30
251,learn,0.35413499939719195,16
252,left,0.35437967211857124,15
253,self,0.355814703513537,18
254,public,0.3559218921743607,7
255,that,0.35625819902137945,1198
256,attention,0.3565359800252054,4
257,died,0.3568096852849932,38
258,obtain,0.35700360295221073,4
259,defined,0.3582376427996827,9
260,write,0.3583388629809367,4
261,hard,0.35880690863753767,37
262,via,0.359035885106846,7
263,land,0.35946826948521393,12
264,churches,0.359674003039848,15
265,unless,0.35990542246485097,18
266,confusion,0.36013174413873905,3
267,sounds,0.36025689166185393,6
268,thought,0.36145142941793773,32
269,wonder,0.36157919723643267,7
270,condemn,0.3616918567274697,5
271,uucp,0.3622448983334587,10
272,up,0.3622961021704661,87
273,simple,0.3629366420885608,8
274,philosophy,0.363271985000125,5
275,university,0.36359729711952443,108
276,many,0.3637084513421549,88
277,against,0.3638619761087848,41
278,general,0.36441988683078325,19
279,art,0.3647597549656266,9
280,ministry,0.36478036532285885,11
281,q,0.36481267448995025,7
282,two,0.3648241489499577,53
283,prefer,0.36500652244796833,3
284,translation,0.3657152786041729,14
285,supposed,0.36577173899579785,10
286,second,0.36612584954029426,27
287,going,0.3665264152552132,22
288,free,0.3670048164950961,30
289,apologize,0.3671472077810889,3
290,knew,0.3671488990667331,8
291,pointed,0.3671567461783726,6
292,quality,0.36757728808204454,8
293,used,0.3683829690210191,45
294,it,0.368686302816348,805
295,high,0.36887655238755546,16
296,look,0.3689441910181116,36
297,primitive,0.36971908677129006,3
298,running,0.36999695553507567,4
299,immediately,0.3702039154878835,13
300,justice,0.37042872680670563,4
301,however,0.37045438603489483,60
302,stand,0.3705055066391458,6
303,out,0.3707104557066003,109
304,before,0.3708975424113158,38
305,interested,0.371365078618757,23
306,me,0.37137009000963694,207
307,world,0.37175027893646495,67
308,yourself,0.3723387971839185,21
309,most,0.37287550056740293,60
310,along,0.3733538903988038,4
311,bible,0.3735059647305222,115
312,take,0.37364151677681623,52
313,doubt,0.3737059953673346,14
314,mind,0.3739510959702321,16
315,america,0.37635021136802926,5
316,will,0.37676298740288655,210
317,tried,0.3772715774445719,9
318,verse,0.3775071441232537,12
319,of,0.37791438846442493,1823
320,virgin,0.3781388802519537,12
321,during,0.37856718052482413,8
322,full,0.37892687172611234,16
323,problems,0.38030755163650476,17
324,awfully,0.38030989496635503,4
325,universal,0.38096073733374125,10
